date,market,market_id,category,commodity,commodity_id,unit,priceflag,pricetype,currency,usdprice
15/06/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.089
15/06/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.91
15/06/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.45
15/06/2018,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.45
15/06/2018,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.15
15/06/2018,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1
15/06/2018,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.16
15/06/2018,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.73
15/06/2018,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.33
15/07/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.36
15/07/2018,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.58
15/07/2018,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.39
15/07/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.089
15/07/2018,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.28
15/07/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.73
15/07/2018,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.51
15/07/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.45
15/07/2018,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.78
15/07/2018,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.43
15/07/2018,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.52
15/07/2018,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.15
15/07/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.32
15/07/2018,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.05
15/07/2018,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.16
15/07/2018,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.73
15/07/2018,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.28
15/08/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.42
15/08/2018,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.57
15/08/2018,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.39
15/08/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.089
15/08/2018,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.32
15/08/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.79
15/08/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.48
15/08/2018,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.78
15/08/2018,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.34
15/08/2018,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.54
15/08/2018,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.15
15/08/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.32
15/08/2018,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.36
15/08/2018,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.31
15/09/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.56
15/09/2018,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.56
15/09/2018,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.41
15/09/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.087
15/09/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.64
15/09/2018,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.78
15/09/2018,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.54
15/09/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.32
15/09/2018,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.11
15/09/2018,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.58
15/09/2018,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.38
15/09/2018,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.57
15/10/2018,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.43
15/10/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.67
15/10/2018,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.4
15/10/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.091
15/10/2018,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.31
15/10/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.73
15/10/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.53
15/10/2018,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.54
15/10/2018,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.15
15/10/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.31
15/10/2018,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.73
15/11/2018,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.43
15/11/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.62
15/11/2018,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.61
15/11/2018,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.091
15/11/2018,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.68
15/11/2018,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.48
15/11/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.54
15/11/2018,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.34
15/11/2018,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.14
15/11/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.32
15/11/2018,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.46
15/12/2018,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.43
15/12/2018,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.4
15/12/2018,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/12/2018,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.48
15/12/2018,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.53
15/12/2018,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.79
15/12/2018,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.41
15/12/2018,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.53
15/12/2018,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.3
15/12/2018,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.56
15/12/2018,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.14
15/12/2018,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.79
15/12/2018,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.44
15/12/2018,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.25
15/01/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.45
15/01/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.36
15/01/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.63
15/01/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.41
15/01/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.091
15/01/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.35
15/01/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.5
15/01/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.47
15/01/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.54
15/01/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.54
15/01/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.12
15/01/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.31
15/01/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.1
15/02/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.47
15/02/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.43
15/02/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.64
15/02/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.43
15/02/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.097
15/02/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.57
15/02/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.89
15/02/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.5
15/02/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.55
15/02/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.53
15/02/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.57
15/02/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.77
15/02/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.12
15/02/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.75
15/02/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.49
15/03/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.47
15/03/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.52
15/03/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.65
15/03/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.44
15/03/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.098
15/03/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.52
15/03/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.55
15/03/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.81
15/03/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.58
15/03/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.15
15/03/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.79
15/03/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.13
15/03/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.76
15/04/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.47
15/04/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.48
15/04/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.64
15/04/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.44
15/04/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.098
15/04/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.57
15/04/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.81
15/04/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.55
15/04/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.59
15/04/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.17
15/04/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.36
15/04/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.73
15/04/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.12
15/04/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.56
15/04/2019,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.33
15/05/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.41
15/05/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.46
15/05/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/05/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.72
15/05/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2
15/05/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.55
15/05/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.57
15/05/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.82
15/05/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.64
15/05/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.38
15/05/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.73
15/05/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.13
15/05/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.97
15/05/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.41
15/05/2019,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.43
15/06/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.34
15/06/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.47
15/06/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.099
15/06/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.88
15/06/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.58
15/06/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.84
15/06/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.88
15/06/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.21
15/06/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.41
15/06/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.62
15/06/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.82
15/06/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.39
15/06/2019,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.3
15/07/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.45
15/07/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/07/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/07/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.94
15/07/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.81
15/07/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.58
15/07/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.85
15/07/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.78
15/07/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.66
15/07/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.22
15/07/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.66
15/07/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.15
15/07/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,0.91
15/07/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.39
15/07/2019,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.21
15/08/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.49
15/08/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.6
15/08/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.46
15/08/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,9.1
15/08/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.65
15/08/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.6
15/08/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.58
15/08/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.85
15/08/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.79
15/08/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.66
15/08/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.22
15/08/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.43
15/08/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.15
15/08/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.05
15/08/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.39
15/09/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.61
15/09/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.47
15/09/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/09/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,9.09
15/09/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.65
15/09/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.6
15/09/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.86
15/09/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.86
15/09/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.68
15/09/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.24
15/09/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.73
15/09/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.17
15/09/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.12
15/10/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.5
15/10/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.53
15/10/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.47
15/10/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.77
15/10/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.57
15/10/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.87
15/10/2019,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.94
15/10/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.46
15/10/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.76
15/10/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.15
15/10/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.45
15/10/2019,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.44
15/11/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.5
15/11/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.62
15/11/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/11/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.41
15/11/2019,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/11/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,7.86
15/11/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.68
15/11/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.61
15/11/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.87
15/11/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.77
15/11/2019,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.29
15/11/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.53
15/11/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.71
15/11/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.15
15/11/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.35
15/12/2019,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.5
15/12/2019,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.65
15/12/2019,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/12/2019,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.42
15/12/2019,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,7.78
15/12/2019,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.58
15/12/2019,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.68
15/12/2019,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.61
15/12/2019,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.87
15/12/2019,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.77
15/12/2019,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.53
15/12/2019,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.8
15/12/2019,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.16
15/12/2019,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.35
15/12/2019,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.49
15/01/2020,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.51
15/01/2020,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.63
15/01/2020,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.42
15/01/2020,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/01/2020,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,7.96
15/01/2020,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.78
15/01/2020,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.62
15/01/2020,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.8
15/01/2020,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.31
15/01/2020,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.48
15/01/2020,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.91
15/01/2020,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.17
15/01/2020,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.37
15/01/2020,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.53
15/02/2020,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.52
15/02/2020,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/02/2020,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.04
15/02/2020,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.8
15/02/2020,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.85
15/02/2020,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.49
15/02/2020,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.18
15/02/2020,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.39
15/02/2020,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.46
15/03/2020,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.42
15/03/2020,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/03/2020,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,8.19
15/03/2020,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,1.85
15/03/2020,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,1.72
